,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
41,Sovetskiy,0,RU,1579248216,84,61.36,63.58,9.21,8.72
42,Kyzyl-Suu,18,KG,1579248216,76,42.34,78.0,22.82,3.47
43,Hilo,90,US,1579248216,83,19.73,-155.09,71.6,3.36
44,Hong Kong,40,HK,1579247920,52,22.29,114.16,71.01,10.29
45,Hobart,20,AU,1579248027,44,-42.88,147.33,59.0,17.22
46,Flinders,100,AU,1579248217,73,-34.58,150.86,71.01,16.11
47,Mataura,3,NZ,1579248217,79,-46.19,168.86,61.0,7.0
48,Dunedin,0,NZ,1579248097,87,-45.87,170.5,59.0,15.99
49,San Quintin,70,MX,1579248217,13,30.48,-115.95,33.01,15.01
50,Katsuura,90,JP,1579248217,66,35.13,140.3,50.0,11.41
51,Olinda,40,BR,1579248217,69,-8.01,-34.86,82.4,8.05
52,Cap Malheureux,90,MU,1579248218,70,-19.98,57.61,86.0,11.41
53,Karatsu,75,JP,1579248023,50,33.44,129.97,53.6,11.41
54,Severo-Kuril'sk,70,RU,1579248218,88,50.68,156.12,16.63,18.32
55,Sola,89,VU,1579248218,79,-13.88,167.55,82.62,12.8
56,Avarua,95,CK,1579248218,88,-21.21,-159.78,80.6,9.17
57,Norman Wells,75,CA,1579248219,83,65.28,-126.83,-5.8,5.82
58,Jamestown,90,US,1579248219,73,42.1,-79.24,21.2,13.87
59,Kununurra,100,AU,1579248219,62,-15.77,128.73,89.6,3.36
60,Bontang,35,ID,1579247961,74,0.13,117.5,83.77,8.1
61,Dikson,91,RU,1579248219,100,73.51,80.55,-9.8,10.27
62,Hermanus,100,ZA,1579248053,91,-34.42,19.23,82.99,11.99
63,Ponta do Sol,20,PT,1579248220,72,32.67,-17.1,62.6,6.93
64,Eydhafushi,2,MV,1579248220,75,5.1,73.07,81.7,14.97
65,Ilek,100,RU,1579248220,95,51.53,53.38,27.27,15.01
66,North Branch,1,US,1579248220,63,45.51,-92.98,1.99,3.36
67,Bluff,0,NZ,1579248064,79,-46.6,168.33,61.0,7.0
68,Saskylakh,0,RU,1579248221,94,71.92,114.08,-25.28,8.84
69,Vinh,92,VN,1579248221,87,18.67,105.67,72.54,6.69
70,Kariba,100,ZW,1579248221,75,-16.52,28.8,81.45,7.94
71,Nanortalik,100,GL,1579248221,67,60.14,-45.24,24.78,4.83
72,Khatanga,50,RU,1579248222,88,71.97,102.5,-21.71,5.95
73,Charters Towers,22,AU,1579248222,44,-20.1,146.27,87.67,8.16
74,Berlevag,40,NO,1579248222,67,70.86,29.09,24.8,10.29
75,Husavik,100,IS,1579248222,79,66.04,-17.34,28.4,3.36
76,Bethel,1,US,1579248222,49,41.37,-73.41,30.2,12.75
77,Tamiahua,100,MX,1579248223,89,21.27,-97.45,72.73,10.85
78,Kashmor,0,PK,1579248223,12,28.43,69.58,68.85,8.25
79,Barrow,1,US,1579248223,78,71.29,-156.79,10.4,13.87
80,Cayenne,75,GF,1579248004,88,4.93,-52.33,78.8,4.7
81,Aklavik,5,CA,1579248011,75,68.22,-135.01,-13.0,8.05
82,Homer,1,US,1579248224,65,59.64,-151.55,15.01,3.36
83,Monterrey,75,MX,1579248057,94,25.67,-100.32,68.0,11.41
84,Pevek,100,RU,1579248224,97,69.7,170.31,-10.55,11.21
85,Raudeberg,75,NO,1579248224,93,61.99,5.14,48.2,13.87
86,Casambalangan,92,PH,1579248225,82,18.38,122.13,77.07,15.26
87,Kieta,44,PG,1579248225,76,-6.22,155.63,83.05,8.14
88,Bani Walid,5,LY,1579248225,63,31.76,13.99,53.1,11.61
89,Clyde River,90,CA,1579248225,75,70.47,-68.59,-13.0,16.11
90,Punta Arenas,40,CL,1579247981,87,-53.15,-70.92,51.8,8.05
91,Souillac,90,MU,1579248225,70,-20.52,57.52,86.0,11.41
92,Scottsbluff,1,US,1579248203,73,41.87,-103.67,27.0,13.87
93,Caxito,40,AO,1579248226,78,-8.58,13.66,82.4,2.24
94,Castro,100,BR,1579248226,96,-24.79,-50.01,60.42,6.96
95,Guhagar,0,IN,1579248226,52,17.48,73.19,72.59,15.95
96,Grand Gaube,90,MU,1579248226,70,-20.01,57.66,86.0,11.41
97,Sao Joao da Barra,33,BR,1579248226,89,-21.64,-41.05,76.23,9.28
98,Port-Gentil,90,GA,1579248227,94,-0.72,8.78,77.0,10.29
99,Ixtapa,90,MX,1579248227,88,20.7,-105.2,72.0,3.36
100,Ahipara,1,NZ,1579248227,80,-35.17,173.17,64.99,7.63
101,Oksfjord,75,NO,1579248227,53,70.24,22.35,26.6,11.41
102,Te Anau,0,NZ,1579248162,80,-45.42,167.72,56.05,9.62
103,Ust'-Koksa,100,RU,1579248228,90,50.27,85.61,2.88,21.23
104,Tautira,20,PF,1579248228,65,-17.73,-149.15,82.4,6.93
105,Barentu,0,ER,1579248228,17,15.11,37.59,87.75,3.58
106,Vardo,75,NO,1579248228,79,70.37,31.11,26.6,25.28
107,Carnarvon,84,AU,1579248228,66,-24.87,113.63,86.0,20.8
108,Requena,20,ES,1579248228,50,39.49,-1.1,55.99,11.41
109,Saint Anthony,1,US,1579248229,70,45.02,-93.22,1.99,6.93
110,Kudahuvadhoo,94,MV,1579248229,73,2.67,72.89,81.81,17.94
111,Oskarshamn,100,SE,1579248229,93,57.26,16.45,42.01,11.41
112,Kitami,20,JP,1579248229,79,43.8,143.89,26.6,3.36
113,Goderich,100,CA,1579248229,69,43.75,-81.72,24.01,1.99
114,Vao,0,NC,1579248229,81,-22.67,167.48,77.32,21.16
115,Tosya,75,TR,1579248230,86,41.02,34.04,28.4,1.12
116,Lanas,0,PH,1579248230,82,12.05,121.92,81.05,10.09
117,Babstovo,0,RU,1579248230,91,48.12,132.48,0.48,6.31
118,Codrington,69,AU,1579248230,80,-38.27,141.97,61.65,25.84
119,Broken Hill,0,AU,1579248230,18,-31.95,141.43,80.6,14.99
120,Wuning,88,CN,1579248231,92,29.26,120.23,41.0,1.99
121,Ascension,90,US,1579248231,67,30.22,-90.9,62.01,5.82
122,Vila Franca do Campo,40,PT,1579248231,88,37.72,-25.43,62.6,12.75
123,Manzhouli,98,CN,1579248231,88,49.6,117.43,-0.98,2.95
124,Arraial do Cabo,1,BR,1579248231,85,-22.97,-42.03,79.23,10.09
125,Malanje,3,AO,1579248232,64,-9.54,16.34,77.27,6.69
126,Shreveport,90,US,1579248090,81,32.53,-93.75,50.0,5.82
127,Nioro,0,GM,1579248232,9,13.35,-15.75,73.22,14.2
128,Berbourg,40,LU,1579248232,93,49.73,6.39,44.01,3.36
129,Tahe,16,CN,1579248232,91,52.33,124.73,-3.35,2.62
130,Rozkishne,100,UA,1579248232,84,48.5,37.59,34.09,8.03
131,Teguise,0,ES,1579248233,82,29.06,-13.56,55.4,9.17
132,Touros,20,BR,1579248233,83,-5.2,-35.46,77.0,4.7
133,Aripuana,100,BR,1579248233,92,-9.17,-60.63,73.02,0.27
134,Ketchikan,40,US,1579248209,62,55.34,-131.65,19.4,14.99
135,Giulvaz,90,RO,1579248234,100,45.55,20.98,39.99,5.82
136,Dalby,75,AU,1579248234,94,-27.18,151.27,71.6,8.05
137,Lufilufi,90,WS,1579248234,94,-13.87,-171.6,80.6,18.34
138,Barra Patuca,5,HN,1579248234,79,15.8,-84.28,80.1,20.49
139,Mossamedes,94,AO,1579248234,81,-15.2,12.15,75.97,6.91
140,Puerto Ayora,0,EC,1579248234,61,-0.74,-90.35,75.0,4.5
141,Albany,1,US,1579248022,65,42.6,-73.97,19.4,17.22
142,Orlik,100,RU,1579248235,98,52.52,99.83,-2.31,1.41
143,Bathsheba,40,BB,1579248235,74,13.22,-59.52,78.8,16.11
144,Bilma,44,NE,1579248235,42,18.69,12.92,60.39,11.16
145,Nikolskoye,90,RU,1579248235,86,59.7,30.79,41.0,13.42
146,Harindanga,0,IN,1579248236,54,22.04,88.32,82.4,4.7
147,Katherine,87,AU,1579248230,42,-14.47,132.27,98.6,6.93
148,Angoche,71,MZ,1579248236,61,-16.23,39.91,90.18,4.14
149,Kodiak,95,US,1579248236,76,57.79,-152.41,28.74,7.85
150,Cidreira,87,BR,1579248236,57,-30.18,-50.21,69.26,7.61
151,Sicamous,90,CA,1579248236,92,50.83,-118.99,12.2,1.9
152,Ayr,40,GB,1579248237,80,55.46,-4.63,39.99,8.05
153,Hobyo,46,SO,1579248237,48,5.35,48.53,81.54,21.61
154,San Ramon de la Nueva Oran,100,AR,1579248237,98,-23.13,-64.33,64.69,0.72
155,East London,1,ZA,1579248237,83,-33.02,27.91,78.8,5.82
156,Port Blair,0,IN,1579248237,72,11.67,92.75,81.19,16.2
157,Lagoa,100,PT,1579248237,90,39.05,-27.98,56.95,10.22
158,Taoudenni,0,ML,1579248238,27,22.68,-3.98,60.51,14.23
159,New Norfolk,20,AU,1579248238,44,-42.78,147.06,59.0,17.22
160,Hidalgotitlan,4,MX,1579248238,82,17.78,-94.63,69.67,6.31
161,Matara,24,LK,1579248238,59,5.95,80.54,87.26,10.85
162,Ballina,40,AU,1579248238,78,-28.87,153.57,80.6,14.99
163,Tuktoyaktuk,2,CA,1579248239,85,69.45,-133.04,-6.52,11.25
164,Zemio,15,CF,1579248239,16,5.03,25.14,94.75,5.68
165,Belaya,1,UA,1579248239,91,49.03,25.77,37.0,1.99
166,Beeville,90,US,1579248204,97,28.4,-97.75,70.0,8.05
167,Upernavik,8,GL,1579248239,62,72.79,-56.15,-12.41,3.58
168,Lompoc,90,US,1579248240,100,34.64,-120.46,44.6,5.5
169,Tome,0,CL,1579248240,87,-36.62,-72.95,53.6,6.93
170,Yelniki,99,RU,1579248240,99,54.62,43.88,32.95,7.63
171,Chokurdakh,100,RU,1579248240,98,70.63,147.92,-21.87,6.64
172,Manacapuru,40,BR,1579248240,100,-3.3,-60.62,75.2,3.36
173,Murgab,0,TM,1579248241,69,37.5,61.97,37.4,4.7
174,Vostok,98,RU,1579248241,98,46.49,135.88,-7.08,4.45
175,Luoyang,100,CN,1579248241,50,34.68,112.45,44.35,9.71
176,Osmena,100,PH,1579248241,82,10.52,119.93,81.73,13.29
177,Dijkot,70,PK,1579248241,33,31.22,72.98,64.58,2.64
178,Luderitz,16,NA,1579248241,69,-26.65,15.16,75.2,19.46
179,Vila Velha,89,BR,1579248027,69,-20.33,-40.29,80.6,10.29
180,La Union,14,PE,1579248242,76,-5.4,-80.75,73.38,9.4
181,Odesskoye,100,RU,1579248242,97,54.21,72.97,31.87,17.96
182,Klaksvik,100,FO,1579248242,81,62.23,-6.59,42.8,3.36
183,Pemberton,100,CA,1579248242,86,50.32,-122.8,6.01,0.74
184,Kokoda,95,PG,1579248243,94,-8.88,147.74,62.96,2.35
185,Longyearbyen,75,SJ,1579248243,77,78.22,15.64,5.0,6.93
186,Along,99,IN,1579248243,79,28.17,94.77,58.8,3.96
187,Ishigaki,75,JP,1579248243,77,24.34,124.16,68.0,13.87
188,Huilong,68,CN,1579248244,76,31.81,121.66,45.0,10.02
189,Kropotkin,0,RU,1579248244,65,45.44,40.58,37.13,4.23
190,Ciudad Lazaro Cardenas,57,MX,1579248244,85,17.96,-102.2,72.34,3.85
191,Labuhan,42,ID,1579248244,65,-6.88,112.21,86.83,5.23
192,Mendoza,1,AR,1579248243,59,-32.89,-68.83,66.2,3.36
193,Mbuji-Mayi,95,CD,1579248245,80,-6.15,23.6,74.64,12.73
194,Haines Junction,0,CA,1579248245,88,60.75,-137.51,-25.74,6.69
195,Margate,75,GB,1579248245,93,51.38,1.39,50.0,14.99
196,Sotouboua,0,TG,1579248245,19,8.57,0.98,80.76,6.4
197,Rudkobing,100,DK,1579248245,81,54.94,10.71,44.6,8.05
198,Freeport,1,US,1579248026,60,40.66,-73.58,32.0,21.92
199,Baturaja,74,ID,1579248246,87,-4.13,104.17,83.64,3.67
200,Anadyr,0,RU,1579248014,73,64.75,177.48,24.8,13.42
201,Ati,2,TD,1579248246,19,13.22,18.34,77.09,14.7
202,Bronnoysund,40,NO,1579248246,86,65.46,12.2,42.01,8.05
203,Chui,0,UY,1579248246,71,-33.7,-53.46,56.07,5.66
204,Paamiut,100,GL,1579248247,85,61.99,-49.67,20.21,19.3
205,Mahebourg,90,MU,1579248247,70,-20.41,57.7,86.0,11.41
206,Tripoli,0,LY,1579248247,63,32.88,13.19,58.86,14.2
207,Mount Gambier,90,AU,1579248247,59,-37.83,140.77,64.4,21.92
208,Wicklow,75,IE,1579248247,80,53.0,-6.42,39.99,6.93
209,Pangnirtung,94,CA,1579248247,98,66.15,-65.71,-27.36,1.19
210,Ust-Maya,100,RU,1579248248,98,60.42,134.53,-9.17,0.78
211,Sistranda,100,NO,1579248248,78,63.73,8.83,42.8,14.99
212,Leningradskiy,99,RU,1579248248,93,69.38,178.42,0.57,13.51
213,Trincomalee,0,LK,1579248248,57,8.57,81.23,86.23,7.72
214,Opuwo,21,NA,1579248248,40,-18.06,13.84,82.99,4.21
215,Phalaborwa,48,ZA,1579248249,78,-23.94,31.14,78.8,6.93
216,Kavieng,33,PG,1579248249,76,-2.57,150.8,84.63,26.15
217,Havelock,1,US,1579248249,42,34.88,-76.9,48.2,23.04
218,Korla,100,CN,1579248249,90,41.76,86.15,33.01,5.01
219,Rawson,0,AR,1579248249,43,-43.3,-65.1,62.6,14.23
220,Esperance,34,AU,1579248250,57,-33.87,121.9,77.0,10.29
221,Bratsk,20,RU,1579248245,78,56.13,101.61,17.6,8.95
222,Huntley,1,US,1579248250,66,42.17,-88.43,16.0,6.17
223,Magadan,100,RU,1579248186,74,59.57,150.8,-1.32,12.84
224,Laguna,75,US,1579248055,93,38.42,-121.42,44.01,12.75
225,Port Elizabeth,90,ZA,1579248014,88,-33.92,25.57,78.8,9.17
226,Gorontalo,100,ID,1579248251,80,0.54,123.06,82.53,5.32
227,Marovoay,40,MG,1579248251,74,-16.1,46.63,86.0,5.82
228,Arman,100,RU,1579248251,70,59.7,150.17,2.48,10.25
229,Cangucu,0,BR,1579248251,95,-31.39,-52.68,53.01,2.62
230,Mehamn,90,NO,1579248252,85,71.04,27.85,24.8,17.22
231,Reconquista,64,AR,1579248252,52,-29.15,-59.65,62.8,8.46
232,Manado,75,ID,1579248116,83,1.49,124.85,80.6,6.93
233,Cherskiy,100,RU,1579248252,98,68.75,161.3,-18.98,3.36
234,Port Charlotte,1,US,1579248253,100,26.98,-82.09,69.01,6.29
235,Clarksburg,90,US,1579248253,68,39.28,-80.34,30.2,10.29
236,Wajima,75,JP,1579248253,69,37.4,136.9,39.2,9.17
237,Port Keats,88,AU,1579248253,70,-14.25,129.55,87.84,12.46
238,Bengkulu,78,ID,1579248245,78,-3.8,102.27,82.83,4.05
239,Umm Kaddadah,5,SD,1579248254,20,13.6,26.69,77.14,20.51
240,Muli,53,MV,1579248254,74,2.92,73.57,81.43,16.42
241,Iqaluit,75,CA,1579248254,69,63.75,-68.51,-13.0,4.7
242,Assens,94,DK,1579248254,81,55.27,9.9,44.6,8.05
243,Gorele,0,TR,1579248254,53,41.03,39.0,50.0,2.24
244,Swan Hill,0,AU,1579248255,33,-35.34,143.55,86.0,3.0
245,Beringovskiy,85,RU,1579248256,88,63.05,179.32,28.33,9.82
246,Fairbanks,1,US,1579248256,83,64.84,-147.72,-11.99,2.75
247,Yuzawa,75,JP,1579248256,64,39.17,140.5,37.4,9.17
248,Moron,0,AR,1579248124,37,-34.65,-58.62,66.2,14.99
249,Bereda,40,ES,1579248257,81,43.27,-7.54,46.4,8.05
250,Skibotn,40,NO,1579248257,74,69.39,20.27,28.4,17.22
251,Vestmanna,87,FO,1579248257,81,62.16,-7.17,42.8,3.36
252,Howell,90,US,1579248000,62,42.61,-83.93,21.99,4.7
253,Aljezur,95,PT,1579248258,99,37.32,-8.8,55.0,3.0
254,Yar-Sale,0,RU,1579248258,85,66.83,70.83,-12.59,11.25
255,Yulara,40,AU,1579248258,14,-25.24,130.99,102.2,3.36
256,Puerto del Rosario,0,ES,1579248003,67,28.5,-13.86,62.6,12.75
257,Puerto Escondido,0,MX,1579248258,60,15.85,-97.07,69.96,5.77
258,Catuday,0,PH,1579248259,84,16.29,119.81,78.4,22.15
259,Golden,75,US,1579248148,35,39.76,-105.22,35.6,5.82
260,Lavrentiya,100,RU,1579248259,89,65.58,-171.0,7.34,5.3
261,Jalu,10,LY,1579248259,64,29.03,21.55,58.84,16.13
262,Tasiilaq,53,GL,1579248260,52,65.61,-37.64,17.6,2.24
263,Tortosa,90,ES,1579248260,100,40.81,0.52,51.01,2.24
264,Yerbogachen,98,RU,1579248260,93,61.28,108.01,9.41,8.28
265,Pundaguitan,64,PH,1579248260,70,6.37,126.17,81.23,1.81
266,Provideniya,100,RU,1579248260,95,64.38,-173.3,14.09,5.5
267,Ravar,0,IR,1579248261,37,31.27,56.81,46.36,5.79
268,Sao Filipe,32,CV,1579248261,59,14.9,-24.5,72.16,18.57
269,Beira,75,MZ,1579248261,74,-19.84,34.84,86.0,13.87
270,Dawei,0,MM,1579248261,68,14.08,98.2,80.49,10.31
271,Talnakh,75,RU,1579248261,85,69.49,88.4,10.4,29.08
272,Inongo,9,CD,1579248262,52,-1.95,18.27,89.53,4.81
273,Fochville,0,ZA,1579248262,56,-26.49,27.49,75.99,2.24
274,Kimbe,100,PG,1579248262,94,-5.55,150.14,77.88,4.12
275,Aswan,0,EG,1579248262,42,24.09,32.91,64.58,10.45
276,Pandharpur,0,IN,1579248262,30,17.67,75.33,84.0,8.32
277,Port Shepstone,0,ZA,1579248263,52,-30.74,30.45,89.08,15.66
278,Maroantsetra,100,MG,1579248263,59,-15.43,49.73,85.42,4.85
279,Salym,96,RU,1579248263,89,60.06,71.48,19.22,15.59
280,Sabha,48,LY,1579248263,57,27.04,14.43,52.77,11.95
281,Marsh Harbour,58,BS,1579248264,77,26.54,-77.06,73.54,7.36
282,Mthatha,0,ZA,1579248265,51,-31.59,28.78,86.0,9.17
283,Srednekolymsk,100,RU,1579248265,96,67.45,153.68,-15.18,4.63
284,Arrondissement de Saint-Denis,90,FR,1579248265,87,48.92,2.33,48.99,12.75
285,Lodja,93,CD,1579248265,74,-3.48,23.43,78.87,4.94
286,Awjilah,10,LY,1579248266,64,29.11,21.29,58.84,16.13
287,Comodoro Rivadavia,0,AR,1579248266,55,-45.87,-67.5,64.4,5.82
288,Dwarka,0,IN,1579248266,40,22.24,68.97,68.86,12.73
289,Saint-Augustin,66,CA,1579248266,84,51.23,-58.65,-5.03,20.45
290,San Luis,31,AR,1579248267,24,-33.3,-66.34,67.6,7.34
291,Hualmay,14,PE,1579248267,93,-11.1,-77.61,65.37,2.55
292,Kahului,20,US,1579248267,78,20.89,-156.47,75.2,3.36
293,Dudinka,75,RU,1579248267,85,69.41,86.18,10.4,29.08
294,La Palma,90,US,1579248267,87,33.85,-118.05,53.6,5.82
295,Saldanha,0,ZA,1579248269,73,-33.01,17.94,77.0,17.22
296,Makakilo City,90,US,1579248269,94,21.35,-158.09,73.4,3.36
297,Saint-Louis,100,SN,1579248269,31,16.33,-15.0,60.8,2.24
298,Senanga,92,ZM,1579248269,69,-16.12,23.27,77.43,3.27
299,Sinjai,0,ID,1579248269,69,-5.12,120.25,85.26,6.89
300,Port Lincoln,0,AU,1579248270,60,-34.73,135.87,63.54,14.43
301,Arrecife,0,ES,1579248270,82,28.96,-13.55,62.6,9.17
302,Airai,100,TL,1579248270,92,-8.93,125.41,73.44,1.36
303,Pomoriany,8,UA,1579248270,87,49.64,24.93,35.94,7.76
304,George Town,20,MY,1579248271,59,5.41,100.34,91.4,11.41
305,Muhafazat Lahij,71,YE,1579248271,45,13.17,44.58,74.86,11.97
306,Naze,75,JP,1579248271,82,28.37,129.48,60.8,14.99
307,Eenhana,1,NA,1579248271,61,-17.47,16.33,80.6,8.05
308,Zhuanghe,100,CN,1579248271,43,39.7,122.99,30.97,3.69
309,Langham,75,CA,1579248272,70,52.37,-106.97,-2.99,11.41
310,Dvinskoy,100,RU,1579248272,92,62.15,45.12,22.51,6.71
311,Auki,100,SB,1579248272,76,-8.77,160.7,84.43,20.56
312,Bambous Virieux,90,MU,1579248273,70,-20.34,57.76,86.0,11.41
313,Sinnamary,47,GF,1579248273,82,5.38,-52.95,79.72,15.41
314,Jiupu,94,CN,1579248273,68,41.07,122.95,18.25,3.11
315,Capusu Mare,90,RO,1579248274,85,46.78,23.3,21.2,3.36
316,Butte,40,US,1579248274,93,39.65,-121.57,44.6,14.99
317,Marystown,100,CA,1579248275,95,47.17,-55.15,28.0,36.04
318,Buin,9,CL,1579248275,45,-33.73,-70.75,66.2,8.05
319,Kungurtug,100,RU,1579248275,95,50.6,97.52,3.24,2.06
320,Xining,100,CN,1579248275,43,36.62,101.77,27.27,0.47
321,Tucupita,89,VE,1579248275,99,9.06,-62.05,72.9,2.24
322,Ukiah,75,US,1579248276,93,39.15,-123.21,39.99,1.34
323,Havre-Saint-Pierre,1,CA,1579248276,58,50.23,-63.6,-4.0,5.82
324,Visby,100,SE,1579248276,100,57.64,18.3,42.01,8.05
325,Tefe,100,BR,1579248019,98,-3.35,-64.71,73.81,2.53
326,Miles City,1,US,1579248276,84,46.41,-105.84,6.8,10.29
327,Ulladulla,100,AU,1579248136,73,-35.35,150.47,69.8,16.11
328,Xinzhi,0,CN,1579248277,75,36.5,111.7,25.11,2.95
329,Talcahuano,0,CL,1579248277,87,-36.72,-73.12,53.6,6.93
330,Dhidhdhoo,0,MV,1579248277,73,6.88,73.1,81.91,12.1
331,Utkivka,90,UA,1579248277,82,49.79,36.08,33.8,11.18
332,Olafsvik,100,IS,1579248278,63,64.89,-23.71,33.4,14.88
333,Trebisacce,5,IT,1579248259,93,39.87,16.53,53.01,10.29
334,Asau,75,RO,1579248278,100,46.43,26.4,37.0,9.17
335,Tiarei,20,PF,1579248278,65,-17.53,-149.33,82.4,6.93
336,Marawi,44,PH,1579248278,82,8.0,124.29,82.99,5.01
337,Mugur-Aksy,20,RU,1579248279,80,50.35,90.5,-5.75,7.85
338,Iwanai,100,JP,1579248279,89,42.97,140.51,21.11,7.18
339,Neropolis,75,BR,1579248279,83,-16.41,-49.22,75.2,4.7
340,Cortez,90,US,1579248279,93,37.35,-108.59,37.4,3.36
341,Bandiagara,0,ML,1579248279,14,14.35,-3.61,73.83,21.03
342,Egvekinot,100,RU,1579248280,99,66.32,-179.17,13.42,6.04
343,Diffa,0,NE,1579248280,24,13.32,12.61,71.49,17.36
344,Seoul,1,KR,1579248178,32,37.57,126.98,42.8,4.7
345,Minsk,40,BY,1579248262,80,53.9,27.57,35.6,4.47
346,San Angelo,100,US,1579248224,96,31.46,-100.44,35.01,6.22
347,Kiryat Gat,40,IL,1579248280,48,31.61,34.76,60.8,10.29
348,Kenora,75,CA,1579248023,69,49.82,-94.43,-9.0,9.17
349,Yagodnoye,100,RU,1579248281,98,62.55,149.67,-15.18,1.5
350,Vitim,100,RU,1579248281,93,59.45,112.56,14.49,8.72
351,Sao Jose da Coroa Grande,54,BR,1579248281,79,-8.9,-35.15,79.86,12.19
352,Vysokogornyy,100,RU,1579248281,99,50.12,139.15,-11.16,2.75
353,Nishihara,90,JP,1579248281,88,26.18,127.76,64.4,19.46
354,Pisco,36,PE,1579248282,88,-13.7,-76.22,70.0,6.93
355,Prainha,99,BR,1579248282,96,-1.8,-53.48,73.31,2.37
356,Birao,93,CF,1579248282,16,10.28,22.79,87.1,14.65
357,Algiers,5,DZ,1579248121,93,36.75,3.04,37.4,2.24
358,Aykhal,100,RU,1579248282,76,66.0,111.5,-7.6,6.71
359,Steubenville,90,US,1579248252,73,40.37,-80.63,27.0,17.22
360,Rocha,0,UY,1579248283,78,-34.48,-54.33,53.74,4.14
361,Normal,1,US,1579247995,73,40.51,-88.99,19.99,6.93
362,Lusambo,100,CD,1579248283,96,-4.97,23.45,69.69,5.32
363,Caravelas,9,BR,1579248283,83,-17.71,-39.25,79.61,12.86
364,Chake Chake,98,TZ,1579248283,79,-5.25,39.77,82.4,20.67
365,Kuzhithurai,0,IN,1579248283,62,8.32,77.18,87.8,8.05
366,Kaeo,0,NZ,1579248284,80,-35.1,173.78,64.99,8.43
367,Pacific Grove,1,US,1579248284,100,36.62,-121.92,45.0,1.77
368,Guaratinga,20,BR,1579248256,88,-16.57,-39.57,75.2,3.36
369,Gisborne,60,NZ,1579248284,68,-38.65,178.0,62.01,8.01
370,Naraina,40,IN,1579248284,59,26.78,75.2,64.4,4.7
371,Umm Lajj,100,SA,1579248285,65,25.02,37.27,67.87,10.85
372,Tiznit,0,MA,1579248285,22,29.58,-9.5,53.53,5.41
373,Isangel,79,VU,1579248285,85,-19.55,169.27,77.23,17.45
